"id","msg_id","chat_id","group_id","content","is_active","created_at","updated_at"
"11","10306453504","-1002104558721","-1001398375143","Murad'ss Qandolat fabrikasi Erkaklar va Ayollarni ishga taklif qiladi ???\n??Yoshi ; 18 -dan 35 yoshgacha\n??Maosh:  4.500.000 boshlanadi \n??Xamma sharoitlar bor 2 maxalla issiq ovaqt \nFaqat Erkaklar uchun yotoq joyi bor \n?Manzil Toshkent shaxar O'rikzor Maxallasi \nMurojoat Uchun? \nDilshodbek +998998069799\nDilshodbek+998331459799\nMurod oka + 998977015058\n??????","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"12","10305404928","-1002104558721","-1001398375143","#kuryer**#kuryer****\nYandex eats kompaniyasi  **[kuryerlarni](https://2go.pro/QDGb)**kuryerlarni****  ishga taklif qiladi \nKafe restoranlardan ovqat yetkazib berish xizmati.\n\nIsh joyi: Toshkent shahar\n\nDaromad**: 5.000.000 dan -12.000.000 gacha daromad qiling**\n\nû kunlik to'lov\nû erkin grafik(xoxlagan paytizda ishlaysiz)\n\n\nSiz; \nò Avtomobilda  ?\nò Velosipetda   ?\nò Piyoda  ? \n\náá kuryerlik qilsangiz bo'ladi. Va o'zingizga qulay  rayonni  tanlaysiz.\n\nSsilka orqali ro'yxatdan o'ting\nVa tez orada sizga qo'ng'iroq\nqilamiz??\n\n    ?**https://2go.pro/QDGb**https://2go.pro/QDGb****\n    ?**https://2go.pro/QDGb**https://2go.pro/QDGb****\n    ?**https://2go.pro/QDGb**https://2go.pro/QDGb****\n                               \nBugungi ishni ertaga qo'yma\n bosamiz??????**\n\n Yaqinlarga yuborishni unutmang!","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"13","12264144896","-1001721874224","-1001721874224","???\n#sotuv\n\n?**???????  ?????????? ""????? ????????""  ?????????? ???????? ??  ???????? ???? ?????  ???????**!\n\n? 6/1  ??????? ??? ???? ????.\n? ?? ?????:á 08:00 ??? 19:00 ????.(??????)\n**\n**? ???????????** :\n**??-????? ????;\n??-???? ???????? ???? 7 ?????? ???? ???????? ;(?????)\n??-?? ?? ?????????? ?????;\n??-?????? ???? ???????? ;\n\n? ????????????:\n??-20 ?????á 35 ?????? ????????  ?? ??????  ?????? ?????;\n??-?????????? ?????? ?????;\n??-??????? ????? ???????? ?????? ?????;\n??-?????????? ?????? ?????;\n\n\n**?**?**????: 4 000 000 -10 000 000 ????.\n     -??? ???????? ????????.**\n\n?**????????  ???? :**\n?? ???? ????? ??????????? ????? ???? ???????? ???????? ??????? ?????????? ???????? ???????.\n? @HRmenedjer_1\n\n!!! ?????? ??????? ???? ????? ??????? !!! \n\n?? **???????:** +998507084140\n\n?**??????:** ???????á ?????.  ??????? ?????? ??????????? ??????  170. \n?(????????: ???? ????????).\n\n????????????\n?[instagram](https://instagram.com/ishtop.uz)á |á ?[telegram](https://t.me/+w7vC72LJePQ5Njgy)á | ?[facebook](https://www.facebook.com/profile.php?id=100088232062935&mibextid=LQQJ4d)\n\náááááááááááááááááááááááááááááááááááááááááááááááááááááááááááááááá\ná???á","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"14","3174039552","-1001713513036","-1001713513036","**? Blitz nemis tili markaziga sotuv menejerlari kerak\n\nòOylik/maosh: **suhbat asosida**\nòTajriba**: shart emas?\nò**Ish beruvchi**: Blitz nemis tili markazi\nò**Ish tartibi**: offline, 8:00 - 18:00\n9:00 - 19:00\nò**Manzil**: Toshkent shahri, Chilonzor metro, Integro\nò**Qo'shimcha talab/takliflar**:?\n\nû**Vazifalar**: \n1.Har doim yaxshi kayfiyatda ishga keladigan\n2.Komanda bilan ishlay oladigan bo'lishi \n3.Skript bo'yicha odamlarga to'gri malumot berib, odamlarni ishonchiga kira oladigan bo'lishi kerak.\n\n**Taklif**: \n- Bonuslar \n- Bepul treninglar \n- Sayohat \n- Ahil jamoa\nû\nò**Bog'lanish uchun**: @Blitz_HR\n\n?Vakansiya joylash uchun? @jobmarketuz \n\n*Har kunlik e'lonlarni biz bilan kuzatib boring!*?\n\n? @jobmarket_uz**@jobmarket_uz**** û daromadli kasblar va malakali xodimlar platformasi**\n\n#share #followme #vacancy","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"15","2552233984","-1002023548568","-1002023548568","????????? ??????? \nProspero ??????????????\n? ????? ???????? ???????? ?????????? ????? ?? ???????? ???? ?????? ???????!\n\n?????? ????: ????? ??????? ???????(5??? ??? 15 ??? ????)??????? ???? ??????.\n???????: ??????? ?????? SIGMA ??????-?????; \n??????? ??????????? ???????? ??? ??????? ??????!\n\n???? ?? ?????? ???????;\n????????? ????????? ????? ????? ??????!\n\n???????:\n- ?? ????? 9:00 ??? 21:00 ????(3 ??? ?? 1 ??? ???)\n- ?????????????\n- ????? ?????? ????? ??????? ????\n-á ???c?? ????? ????? ?????????? \n-á ???????? ??????????\n- ????????? ????? ??????????, ?????? ???????????? ??????? \n- 18 ????? ????? ?????? ?????\n- ?????? ??????? ????? ??????? !\n\n????????:\n- ????? ??????????, ???????? ????? ?????\n\n? ????????: \n???????? ??????? ????:\ntelegram: @hrprospero6060 \naloqa: +99895 730 60 60\n\n#prospero \n#ID475\n**\n? **@ish_keremi**@ish_keremi**** - ish va ishchi topish uchun eng yaxshi tanlov!\n\nReklama va e'lon joylashtirish uchun: **@ishkeremi_admin**@ishkeremi_admin**","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"16","12265193472","-1001721874224","-1001721874224","???\n\n? **""Chopar Pizza""** ?  - safiga yosh va energiyaga boy Yigit va qizlarni quyidagi ?\n\n**?**?**""Kassir"" (Russ tilini biladigan)\n****?**?**""Qadoqlovchi\n****?**?**ôPizza tayyorlovchi oshpazö - lavozimlariga taklif qilamiz.**\n\n**??**??** Agar siz;**\n?18-30 yoshgacha boÆlsangiz,\n?Karyerada oÆsishga istagingiz, Doimiy va oyda 2 martta muntazam to'lanadigan va koÆtarilib boruvchi maoshli ish qidirayotgan bo'sez,\n?Unda sizni - ""Chopar Pizza""ning malakali hodimlar safiga taklif qilamiz.\n\n**??**??** Tajriba shart emas! Barchasini o'z ishing ustalari tomonidan o'rgatiladi.\n**\n**??**??** Biz taklif qilamiz**\n?Qulay lokatsiya:\n?Mirzo Ulug'bek tuman,\n?Chilonzor tuman,\n?Yunusobod tuman,\n?Uchtepa tuman,\n?Qo'yliq 5-massiv.\n?Mirobod tuman.\n\n?Ish vaqti\n?10:00-12:00\n?12:00-22:00\n\n?Jamoaviy o'sish;\n?Quvnoq va ahil jamoa;\n?Korxona tomonidan 2 mahal issiq va mazali ovqat;\n?Boshlang'ich 2.400mln - 4.000mln gacha\n\n**??**??** Kunduzgi studentlar to'g'ri kelmaydi**\n\n[@Chopar_jbot](https://t.me/Chopar_jbot?start=utm_source=ishlink)** orqali anketa toÆldiring va biz siz bilan aÆloqaga chiqamiz**\n\n**?**?** Jamoamiz a'zosiga aylaning ****?**?**\n**\n????????????\n?[instagram](https://instagram.com/ishtop.uz)á |á ?[telegram](https://t.me/+w7vC72LJePQ5Njgy)á | ?[facebook](https://www.facebook.com/profile.php?id=100088232062935&mibextid=LQQJ4d)\n\náááááááááááááááááááááááááááááááááááááááááááááááááááááááááááááááá\ná???á","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"17","18826133504","-1001883760767","-1001883760767","? #???? ????????\n\n?? ????? ??????????? ????????????á "" S H A M B O "" ????? ??????? ??????????? ???????????? ???? ?????? ???????\n\n? ?? ?????: ????? ( ??????? ?????? ???????? ?? ??????????? ????? 500 $ ??? 1000 ??? ????.???? ?????????)\n? ????? ??????? ??? 10 ????? ????? ????????.\n? ????? ???? ??? ????????.\n??????? ????????.\ná ?? ?????? ???????? ???????? ????????. ??????? ???? ?? ???? ???????? ????? ?????? ????? ?????-????? ????????.\n? ????????? ????? ?? ????áááá ?????????? ???? ??????? ????????????????? ???.\n???á ?????? ??????? ??????? ????????? ??????????????? ????? ????????? ????? ?????????,\n???????? ???????????? ????????? ?????? ???????.\n? ?????? ??????? ?? ??????? ????? ???.\n?á ??????? ???? ????? ?????? ?? ?????? ??????? (?????? ?????????? ???????). ???? ??????????? ?????? ????????? ?????????.\n\n??+996 (507) 634702á ????????\n+996 (507) 634702 ??????\n+996 (553) 272 420 ??????\n\n???????: ??????????? ????????????, ?????? ?????.\n\n""?? ??? ?????????"" ??????? ????? ??????? ?? ?????????? ??? ?? \n? @ish_bor_andijo","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"18","4433379328","-1001816081912","-1001816081912","**½ABU-BAKR plast╗\nPlastmasa ishlab chiqazish sehiga ishga taklif qilamiz**?\n\n??Faqat erkaklar uchun ish\n\n?2 maxal ovqat \n?Turar joy mavjud\n?1/1 smena\n?Oylik boshlanishi 2 500 000dan boshlanadi \n\n?Manzil: Zangiota, Erkin qfy \n\n??Telelefonlar: \n+998977389337\n+998903549006","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"19","12266242048","-1001721874224","-1001721874224","???\n#ishchlar\n\n? **Gofra qutilari ishlab chiqarish korxonasiga yigit va qizlarni ishga qabul qilamiz!**\n\n? 6/1  yakshanba dam olish kuni.\n? Ish vaqti:á 09:00 dan 19:00 gacha.\n** \nQulayliklar:\n**??-Korxona hududidagi bino;\n??-Yangi hodimlar uchun sohani o'rgatish; (bepul)\n??-Yosh va kirishimlik jamoa;\n??-Rasmiy ish joylashuvi;\n??-Ovqatlanish korxona hisobidan;\n??-Yigitlar uchun yotoqxona mavjud;\n\n? **Talablarimiz:**\n??-18 yoshdan 45 yoshgacha bo'lishi kerak;\n??-Kirishimlik bo'lishi kerak;\n??-Mas'uliyat bilan jamoda ishlashi kerak;\n??-Hushmuomila bo'lishi kerak;\n\n\n? **Bog'lanish uchun :**\nIsh o'rni sizni qiziqtirgan bo'lsa telegram orqali bog'lanishingiz mumkin.\n? @Orifjon_NA\n\n!!! Suhbat asosida ishga qabul qilamiz !!!\n\n?? **???????:** \n+998977060766, \n+998909902002\n+998909000766\n\n?**Manzil:** Toshkent shahar Olmazor tumani Qorasaroy ko'chasi. \n?(orintir: Jomiy bozori).\n\n????????????\n?[instagram](https://instagram.com/ishtop.uz)á |á ?[telegram](https://t.me/+w7vC72LJePQ5Njgy)á | ?[facebook](https://www.facebook.com/profile.php?id=100088232062935&mibextid=LQQJ4d)\n\náááááááááááááááááááááááááááááááááááááááááááááááááááááááááááááááá\ná???á","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"20","12268339200","-1001721874224","-1001721874224","???\n????????????**\n\n**? **? ???? ?????????? ???????? ??????? ½??? BURGER╗**!** \n??????? ???????? ?? ?????????:\n\n**?**???????? ???????\n**?**??????\n**?**?????\n**?**????????\n\n**?__????? ?__**?????** ?**??? ????:\n**__??? ????:__\n- ????????? ????\n- ????????????? ???????\n- ????? ? ?????????\n- ????????????? ??????? ?????\n\n?**?? ??? ????????? ????:\n**__?? ??? ????????? ????__:\n ò ???? ?????? ?? ?????? ???????\n ò ?????? ???????? ?????\n ò ??????? ?? 18-35 ???\n ò ??????????????? ??????? ???**\n\n****?***?*?**???????: ***???????: *+998993535156*+998993535156***\n***\n***???***???*???**Telegram: ***Telegram: *@ABgroup_hr*@ABgroup_hr*\n\n\n????????????\n?[instagram](https://instagram.com/ishtop.uz)á |á ?[telegram](https://t.me/+w7vC72LJePQ5Njgy)á | ?[facebook](https://www.facebook.com/profile.php?id=100088232062935&mibextid=LQQJ4d)\n\náááááááááááááááááááááááááááááááááááááááááááááááááááááááááááááááá\ná???á","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"21","12267290624","-1001721874224","-1001721874224","???\n#ayollar\n\n? **20 yoshdan 40 yoshgacha Xushmuomalali va kirishimli ayol va qizlarni...   Operator va Sotuv menedjerligi ishga taklif qilamiz\n\n**??**Malakali sotuv menejer bo?lsa yana ham yaxshi**à**\n\n? Asosiy talablar : \n\n?? ╒zbek tilidagi ravon nutq \n?? Halollik va ma'suliyat  \n?? Intiluvchan va muomala madaniyati\n\ná**?**Vazifalar:\n\n?Mijozlar bilan muloqot qilish \n?Kurs haqida malumot berish\n?Sotuvni amalga oshirish\n\n**? **Kompaniyamizda psixologik tomonla bilimlarga ham erishasiz.\n\n?? Ahil jamoa kollektiv\n??Yuqori darajadagi maosh \n??Doimiy maoshning ⌡sib borishi\n??Doimoy ravishdagi ragæbatlantirish va bonuslar\n\n**? **Ish vaqti: ****09:30****-****18:30**** \nhaftada 1 kun dam  (Yakshanba )\n\n\n**?**Qo'lingizga tegadigani 3.000.000 dan 10.000.000 gacha (harakat qilsangiz bundan ko`proq topishiz mumkin)\n\n**?**Manzil: Toshkent shahri,\nYakkasaroy tumani Bobur ko?chada joylashgan.\n\n**?**Onlayn ish yoq **?**\n\n**?**Yarim kun ish yo?q**?**\n\n\n**? **BogÆlanish:  **+998990349988**+998990349988****\n**? **Telegram**: @naurizovadilbar\n\n\n????????????\n?[instagram](https://instagram.com/ishtop.uz)á |á ?[telegram](https://t.me/+w7vC72LJePQ5Njgy)á | ?[facebook](https://www.facebook.com/profile.php?id=100088232062935&mibextid=LQQJ4d)\n\náááááááááááááááááááááááááááááááááááááááááááááááááááááááááááááááá\ná???á","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"22","4434427904","-1001816081912","-1001816081912","??? 1?? ???? 1?? ?????? \n1??5????????? ??????? ?????? ?????????????\n???? ?????????? ?????????\n\n? ????????? ???????!\n???????? ??????????? ?????? ????????\n??????? ??? ?????????? ????\n\n? ????? ?????? ?????????????!!\n?????? ????? ???????(??????)\n?????? ??????\n?????? ????\n??????? ????? ???!!!\n????????? ???????\n??????? ????? ???? ???\n????? ?????? ?????á ?????????\n??????á ??????? ?????? ?????????? ??????? ????? ????\n\n?????? ??? ????? 320 ??????? ????? ????? ?????????????? ?????. ??????????? ??? ??????????????\n@Oddiymuchicha\n\n????????? ????????.\n? ?????? ????? ???? ???!\n\nMalumot uchuná Menedjerlarimiz kompaniya Turkiya ""ERSA?"" \n?+998903979877\n     +998880332387\n\n\n@Nilufardaromad","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"23","21942501376","-1002012205746","-1002012205746","??????\n?? Hudud: #Rossiya Krasnoyarsk \n? #Erkaklar va Ayolar?\n? Yosh: 18-55\n?Oylik:55000?-100000?(600$??? -1000$)\n**?**?**?????????:** @Taklif_klamiz_ishga\n\n?**?? ????? ??? ( ????? ???)**\n\n?**???????? ????????? ????? ????? ?? ????????\n\n****??**??**?????????? ???? ??????? ( ??????????)\n****??**??**????????? ????? ??????? \n****??**??**???????????? ????? (?????? ???? )\n****??**??**?????????? ????? (?????????? ????? ????? ??????) \n****??**??**?? 100% ???????? ????? ????? ??????? ?????? ?????? \n****??**??**???????? ??????? ???????? \n****??**??**???? ????? ???? ????? ?????? ??????? ????? ?????? \n****??**??**?????? ???????? ??? ?????? ?????? ???????? ???????????? ??? ??????? ????????? ??????????? ????????.\ná \n****??**??**?? ????? ???(????? ???)\ná \n???9?? ??????? ?????? ??????? ????? ?????\n\n****??**??????? ???????? ??**\n****??**??**???? ?????????? ?????\n****??**??**???? ??????? ?????\n****??**??**????? ????????? ???? ?????**\n\n?[ ASOSIY KANAL 1MLN?](https://t.me/+hm6Ihq9d7okxNTZi)** ASOSIY KANAL 1MLN?**","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"24","21944598528","-1002012205746","-1002012205746","??????\n?Hudud: #Samarqand \n? #Erkaklar\n? Yoshi: 18-30\n??Tel: +998883998800\n\n?Oldin ishlagan ustalar kerak\n \n??Usta ga ish xaki ?4.000.000-4.500.000\n\n?ish vaqti: 9:00-7:00\n\n??@faruxovich_20\n\n?[ ASOSIY KANAL 1MLN?](https://t.me/+hm6Ihq9d7okxNTZi)** ASOSIY KANAL 1MLN?**","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
"25","21943549952","-1002012205746","-1002012205746","??????\n? Hudud: #Toshkent\n? #Ayollar #Erkaklar\n? Yosh: 18-35\n? Oylik:3milliondan,5milliongacha\n?? Tel: +998946266900\n\n?**Ish haqida malumot**:\nOziq Ovqat dokonda ishlagan odam kerak kompyuterni kirdi chiqdini bladigon;\n\n??Barcha vodiy va vohaliklarni ham ishga chaqiramiz\n\n??Uch maxal ovqat ,yotog? joy bn taminlanadi!\n\n**??**??**Talablar**: xalol o?z ishini ustasi ,bilib-bilib ishini qilishi kerak,xisob ketobga yaxshi\n\n**?**?**Manzil:** Toshkent tuman Yangiyol betonkada !\n\n?[ ASOSIY KANAL 1MLN?](https://t.me/+hm6Ihq9d7okxNTZi)** ASOSIY KANAL 1MLN?**","0","2024-09-21 10:21:42","2024-09-21 10:21:42"
