"id","job_id","keyword"
"182","567","Buxoro"
"183","568","mehmonhona"
"184","568","oshpaz"
"185","568","Toshkent"
"186","568","ish"
"187","568","ayol"
"188","569","Guliston"
"189","569","Operator"
"190","569","Champion english school"
"191","571","Operator"
"192","571","Toshkent"
"193","571","Ishga taklif"
"194","572","??????"
"195","572","??????????? ?????????"
"196","572","???? ?????"
"197","572","????????????? ?????"
"198","573","Erkaklar"
"199","573","Yosh 18-35"
"200","573","Toshkent"
"201","574","???????"
"202","574","????????????"
"203","574","?????"
"204","574","???????"
"205","575","Toshkent"
"206","575","Sotuv Operatori"
"207","575","lavozim"
"208","575","ish"
"209","576","Xorazm ish imkoniyati"
"210","576","Ish takliflari Urganch"
"211","576","GARANT SAVDO MARKAZI ish o'rinlari"
"218","578","TAMUR jamoasi"
"219","578","Buxoro"
"220","578","tikuvchi qizlar"
"221","578","sotuvchi-consultant"
"222","579","xodim"
"223","579","bootstrap"
"224","579","css"
"225","579","html"
"226","579","git"
"227","579","javaScript"
"228","579","reactJs"
"229","579","mongoDb"
"230","579","sass"
"231","579","Namangan"
"232","579","Toshkent"
"233","580","cafe job"
"234","580","Andijon job vacancy"
"235","580","MEHMON Cafe"
"236","581","Ish"
"237","581","Mebel"
"238","581","Toshkent"
"239","582","?????"
"240","582","????"
"241","582","???????"
"242","583","LUDEM HOTEL"
"243","583","Toshkent"
"244","583","Ish"
"245","583","Administrator"
"246","584","to'vuq fabrikasi"
"247","584","ish"
"248","584","er-ayol"
"249","585","naklenka yopishtirish"
"250","585","Chinni mahsulotlari"
"251","585","ish o'rinlari"
"252","585","Toshkent ish"
"253","586","ayol qizlar"
"254","586","ish"
"255","586","ko'ylak"
"256","586","algaritm"
"257","586","yosh qizlar"
"258","587","???????"
"259","587","??????????"
"260","587","??????"
"261","587","???????"
"262","588","????? ????? ????? ??"
"263","588","????? ???????"
"264","588","????? ????? ?????"
"265","588","????????? ??? ????????"
"266","589","Toshkent"
"267","589","Olma do'konlari"
"268","589","Sotuvchi"
"269","589","Kassir"
"270","590","kuryer"
"271","590","Toshkent"
"272","590","ish"
"273","590","Yandex eats"
"274","591","Hilol"
"275","591","Savdo Agentligi"
"276","591","Ish"
"277","591","Toshkent"
"278","591","Halol Meat"
"279","592","opasiningillar"
"280","592","koæylak"
"281","592","toshlar"
"282","592","ish"
"288","594","Ish"
"289","594","Ma'suliyat"
"290","594","Liderlik"
"298","597","??????"
"299","597","????????"
"300","597","??"
"301","597","?????"
"302","597","???????"
"303","597","???"
"304","597","????????"
"305","598","Ish"
"306","598","Sergeli GREEN PARK"
"307","598","Toshkent"
"308","598","INDEX AVTO MOTORS"
"309","598","Hayot"
"310","599","???? ???????"
"311","599","???????"
"312","599","?? ?????????"
"317","601","??"
"318","601","??????"
"319","601","???????"
"320","602","Toshkent Algaritm"
"321","602","Oziq ovqat dokon"
"322","602","Dokonda ish"
"323","603","xodim"
"324","603","bootstrap"
"325","603","figma"
"326","603","css"
"327","603","git"
"328","603","sass"
"329","603","react"
"330","603","javaScript"
"331","603","html"
"332","603","Navoiy"
"333","603","nodeJs"
"334","603","Buxoro"
"335","603","Qashqadaryo"
"336","603","Toshkent"
"337","604","sotuv menejeri"
"338","604","biologik qo'shimchalar"
"339","604","call markaz"
"340","605","django"
"341","605","xodim"
"342","605","python"
"343","605","Toshkent"
"344","605","postgresql"
"345","605","linux"
"346","606","Toshkent"
"347","606","????? ??????????"
"348","606","??"
"349","607","Smart Up ???????????"
"350","607","????????? ?????"
"351","608","Logistic Center"
"352","608","Termiz"
"353","608","Female"
"354","608","Coffee Lady"
"355","608","Documents Processing"
"356","609","call center"
"357","609","Maktab"
"358","609","Toshkent"
"359","609","sotuv menijeri"
"360","609","Tajriba"
"366","611","Sotuv menejeri"
"367","611","Texnomart"
"368","611","Toshkent"
"369","612","?????????? ??"
"370","612","??????? ??"
"371","613","ish"
"372","613","Qurulishda"
"373","613","?????????"
"374","613","Toshkent"
"375","613","Qolipchi"
"376","614","Toshkent ish"
"377","614","Mebel ishchi"
"378","614","Mebel yeguvchisi"
"379","615","Targovyi agent"
"380","615","Tashkent"
"381","615","Olmazor"
"382","615","Ish"
"383","615","Agentlik"
"384","616","Call center"
"385","616","Operator"
"386","616","Telefon operatory"
"387","617","shogird"
"388","617","django"
"389","617","javaScript"
"390","617","python"
"391","617","Navoiy"
"392","618","xodim"
"393","618","html"
"394","618","css"
"395","618","javaScript"
"396","618","react"
"397","618","Toshkent"
"398","619","Orzu burger"
"399","619","Dastafchik"
"400","619","Buxoro"
"406","621","?????????"
"407","621","???? ???????"
"408","621","?????"
"409","621","???????"
"410","622","Toshkent"
"411","622","hodim"
"412","622","textil"
"416","624","media modellar"
"417","624","brand face"
"418","624","model ish"
"419","625","T⌡quvchi-Operator"
"420","625","ISHONCH"
"421","625","Buxoro"
"422","626","??????????????????? ????????"
"423","626","????????"
"424","627","18-25 yash"
"425","627","ish"
"426","628","Sakhalin"
"427","628","Russia"
"428","628","job openings"
"429","628","finisher"
"430","628","electrician"
"431","628","driver"
"432","628","operator"
"441","631","Operator"
"442","631","Qizlar"
"443","631","Call Center"
"444","631","Leader Avto City"
"445","632","Yunusobod"
"446","632","Call Center Manager"
"447","632","Toshkent"
"448","632","Sotuv Menijer"
"449","633","SEOUL LAND"
"450","633","??????????"
"451","633","???????"
"452","633","???????"
"453","634","???????????"
"454","634","??????? ??????"
"455","634","????????"
"456","634","In Avanti"
"457","634","???????"
"458","635","Kompyuter xizmatlari"
"459","635","xizmat ko'rsatish"
"460","635","tajribali xodim"
"461","635","O'zbekistan"
"462","635","Toshkent"
"463","636","???????"
"464","636","??????? ??"
"465","636","??????? ??"
"466","637","Ofitsiant"
"467","637","SHOVOTLANDIA"
"468","637","ish"
"469","637","Toshkent"
"470","637","Talablar"
"475","639","Tibbiyot"
"476","639","Suyuq Dori Vositalari"
"477","639","Ish"
"478","639","Toshkent"
"479","640","xodim"
"480","640","react"
"481","640","css"
"482","640","Qashqadaryo"
"483","640","javaScript"
"484","640","html"
"485","640","bootstrap"
"486","641","django"
"487","641","sherik"
"488","641","python"
"489","641","Samarqand"
"490","642","xodim"
"491","642","amaliyot"
"492","642","git"
"493","642","goLang"
"494","642","Toshkent"
"495","642","linux"
"496","643","xodim"
"497","643","git"
"498","643","amaliyot"
"499","643","javaScript"
"500","643","bootstrap"
"501","643","html"
"502","643","css"
"503","643","Andijon"
"508","645","xodim"
"509","645","swift"
"510","645","amaliyot"
"511","645","Toshkent"
"512","646","mssql"
"513","646","ishJoyi"
"514","646","csharp"
"515","646","Toshkent"
"516","646","postgresql"
"517","647","Nextjs"
"518","647","Reactjs"
"519","647","Javascript"
"520","647","Vuejs"
"521","647","Nodejs"
"522","647","Html"
"523","647","Mongodb"
"524","647","Css"
"525","647","Git"
"526","647","Bootstrap"
"527","647","Php"
"528","647","Tashkent"
"529","647","C#"
"530","648","xodim"
"531","648","reactJs"
"532","648","amaliyot"
"533","648","cpp"
"534","648","javaScript"
"535","648","Toshkent"
"536","649","shogird"
"537","649","cisco"
"538","649","tarmoq"
"539","649","Toshkent"
"540","650","operator vacancy"
"541","650","founders school"
"542","650","call markaz operatori"
"550","653","Mebel ustaxonasi"
"551","653","Toshkent"
"555","653","tajribali duradgor"
"556","655","Toshkent"
"557","655","Ish"
"558","655","SALAFAN ISHLAB CHIQARISH"
"559","656","Tozalik xodimasi"
"560","656","Toshkent"
"561","656","Yotoq joy"
"562","657","??"
"563","657","??????"
"564","657","??????????"
"565","657","???????"
"566","658","ish"
"567","658","hudud"
"568","658","yuvish"
"569","658","gilam"
"570","658","oshxona"
"571","658","hudud"
"572","659","????????????? ???"
"573","659","???????"
"574","659","?????????"
"575","660","Online ish"
"576","660","Onlayn"
"577","660","Pul topish"
"578","661","??"
"579","661","?????"
"580","661","???????"
"581","661","?????"
"582","662","Erkaklar"
"583","662","Samarqand"
"584","662","Gilam yuvish"
"585","662","Ish"
"586","663","plastmasa"
"587","663","yigitlar"
"588","663","Toshkent"
"589","663","ish"
"590","664","?????????"
"591","664","???????"
"592","664","?????????"
"593","664","?????"
"594","665","Call center"
"595","665","Operator"
"596","665","Viza markazi"
"597","666","????? ?????"
"598","666","????? ???????"
"599","666","???????"
"600","667","?????????????"
"601","667","???"
"602","667","Uzum"
"603","667","?????? ?????? ???????"
"604","668","Yangi Olma do'koni ishi"
"605","668","Universal xodim"
"606","668","Sotuvchi-kassir"
"607","669","Menedjer"
"608","669","Sotuv"
"609","669","Buxoro"
"610","670","PF Distribution"
"611","670","Savdo Agentlari"
"612","670","KPI"
"613","670","Toshkent"
"614","670","Ish"
"615","671","??????? ??????"
"616","671","????????? ???????? ? ????????"
"617","671","????????-???????????"
"618","672","Sotuvchi Konsultant"
"619","672","Kassir"
"620","672","Manhattan erkaklar kiyim do`koni"
"621","673","Sales Manager"
"622","673","Call Center"
"623","673","Operator"
"624","673","Uzbekistan"
"625","673","Tashkent"
"626","674","Viza"
"627","674","Qonuniy ish"
"628","674","Aviatsion sohalar"
"629","675","xodim"
"630","675","bootstrap"
"631","675","react"
"632","675","html"
"633","675","redux"
"634","675","sass"
"635","675","css"
"636","675","Toshkent"
"637","675","mongodb"
"638","675","javascript"
"645","677","online"
"646","677","Toshkent"
"647","677","infografik dizayner"
"648","677","Uzum"
"649","677","offline"
"655","679","Algoritm"
"656","679","zarhal Arentr"
"657","679","bichuvchi"
"658","679","Malakali tikuchvi"
"664","681","Operator"
"665","681","Strawberry House"
"666","681","Call-center"
"667","681","Toshkent"
"668","682","gilam yuvish"
"669","682","kimyoviy"
"670","682","Toshkent"
"671","682","tozalash"
"672","682","ish"
"673","683","korxona"
"674","683","ish"
"675","683","makaron"
"676","683","chuqursoy"
"677","684","bootstrap"
"678","684","xodim"
"679","684","figma"
"680","684","git"
"681","684","html"
"682","684","css"
"683","684","javaScript"
"684","684","reactJs"
"685","684","Jizzax"
"686","684","ui"
"687","685","??????"
"688","685","?????????????"
"689","685","???"
"690","685","Samarqand"
"691","686","Haydovchi"
"692","686","Taksapark"
"693","686","Toshkent"
"694","687","????"
"695","687","????? ????????????"
"696","687","?????"
"697","688","muzqaymoq"
"698","688","Samarqand"
"699","688","sotuv"
"700","688","Shahrisabz"
"701","689","Mebel"
"702","689","korxona"
"703","689","Ish"
"704","689","Samarqand"
"705","690","toza ichimlik suvi"
"706","690","shofir ishi"
"707","690","Abet korxona"
"708","691","Sotuv Menedjeri"
"709","691","Savdo"
"710","691","Buxoro"
"714","693","Andijon"
"715","693","CAREFULLMEN"
"716","693","Model qiz"
"722","695","PHP"
"723","695","Middle PHP Developer"
"724","695","??????????? PHP"
"725","696","??????"
"726","696","Navoiy"
"727","696","??"
"728","697","Raznorabochiy"
"729","697","O'zbekiston"
"730","697","Shofer"
"731","697","Navoiy"
"732","698","css"
"733","698","dasturchi"
"734","698","javascript"
"735","698","html"
"736","698","toshkent"
"737","698","react"
"738","699","xodim"
"739","699","css"
"740","699","bootstrap"
"741","699","html"
"742","699","git"
"743","699","yii"
"744","699","php"
"745","699","linux"
"746","699","javaScript"
"747","699","Toshkent"
"748","700","mebel ustasi"
"749","700","ish"
"750","700","mdf eshik"
"751","700","ustalar"
"752","701","Tikuvchi ish imkoniyatlari"
"753","701","Malakali tikuvchi"
"754","701","VESTCO TEXTILE"
"759","703","ish"
"760","703","imkoniyat"
"761","703","online"
"762","703","staj"
"763","704","USTA"
"764","704","Korxona"
"765","704","Taklif"
"766","704","Ish"
"767","705","Toshkent"
"768","705","HADYA NUR"
"769","705","Sales Manager"
"770","705","Call Center"
"771","706","yigitlar"
"772","706","Oxrana"
"773","706","Toshkent"
"774","706","IDEA"
"775","706","sklad"
"776","707","Toshkent job"
"777","707","Factory worker"
"778","707","Male candidates"
"779","708","css"
"780","708","bootstrap"
"781","708","git"
"782","708","html"
"783","708","javaScript"
"784","708","laravel"
"785","708","mysql"
"786","708","postgresql"
"787","708","php"
"788","708","Qashqadaryo"
"789","708","xodim"
"790","709","Pilarama"
"791","709","ish"
"792","709","icap"
"793","709","1500$"
"794","709","Rossiya"
"795","710","SMM"
"796","710","Toshkent"
"797","710","Smm menejer"
"798","710","Saidoff group"
"799","711","Java Developer"
"800","711","Senior Java Developer"
"801","711","???????????"
"802","711","Java"
"803","712","Iceberg BTL"
"804","710","Marketing"
"805","712","Uzbek"
"806","712","call operator"
"807","712","Russian"
"808","713","Toshkent"
"809","713","job opportunity"
"810","713","oilaviy olamiz"
"811","714","Tikuvchi"
"812","714","To'quvchi operator"
"813","714","Texnolog kanstruktor"
"814","714","Oshpaz"
"815","715","Namangan"
"816","715","Bosmilk KAFE"
"817","715","Ishchilar"
"818","716","??????"
"819","716","????????"
"820","716","Andijon"
"821","716","??????? ???????"
"822","716","Feedup"
"823","717","Sotuv menejeri"
"824","717","vacancy"
"825","717","Toshkent"
"826","718","Tikuv"
"827","718","Ayollar"
"828","718","Ish"
"829","719","Distributor"
"830","719","Sales"
"831","719","Tashkent"
"832","719","Confectionery"
"838","721","???????-??????????"
"839","721","????-????? ?????"
"840","721","???????"
"841","721","????"
"846","723","matematika"
"847","723","consulting"
"848","723","Ingliz tili"
"849","723","o'qituvchi"
"850","723","sotuv menejeri"
"851","724","??????"
"852","724","??????"
"853","724","???"
"854","725","Toshkent"
"855","725","O'zbekiston"
"856","725","I?sh"
"857","725","Online"
"858","726","?????????"
"859","726","???????"
"860","726","?? ????????"
"861","727","Fast Food"
"862","727","Ish"
"863","727","Restoran"
"864","727","Ovqatlanish"
"878","731","Sotuv"
"879","731","Ish"
"880","731","Toshkent"
"881","732","Ish"
"882","732","Online"
"883","733","Menejer"
"884","733","Sotuv"
"885","733","Tajriba"
"886","733","Ish"
"887","733","Tashkent"
"888","734","Sotuv menejeri"
"889","734","Toshkent"
"890","734","SETAVOY MARKETING"
"891","735","Ish"
"892","735","Toshkent"
"893","735","Bruchatka ishi"
"894","736","Sabzavotkor"
"895","736","Rossiya"
"896","736","Ish"
"897","737","Jizzax"
"898","737","Ish"
"899","737","Yigitlar"
"900","737","Ishlab chiqarish"
"901","738","reklama"
"902","738","ish"
"903","738","manager"
"904","738","Xalqaro korporatsiya"
"905","739","Mobilografman"
"906","739","job"
"907","739","equipment"
"908","739","video"
"909","739","Toshkent"
"910","740","parda dizayneri"
"911","740","interyer dizayneri"
"912","740","Toshkent ish imkoniyatlari"
"913","740","yosh qiz ishi"
"919","742","Female"
"920","742","Sales Representative"
"921","742","Yashnobod"
"922","742","Hostel"
"923","742","Tashkent"
"924","743","job opportunity"
"925","743","LG"
"926","743","Toshkent"
"927","743","promoter"
"928","744","ish"
"929","744","gilam yuvish"
"930","744","tanzif"
"931","744","xodim"
"932","744","Toshkent"
"933","745","ish"
"934","745","eshiklar"
"935","745","Rossiya"
"936","745","Pavlovsk"
"937","745","Ishchilar"
"938","746","Fullstack"
"939","746","Junior"
"940","746","MMIT MCHJ"
"941","746","Developer"
"942","746","Samarqand"
"943","747","sotuv agenti"
"944","747","margarin"
"945","747","yogælar"
"946","747","salfetkalar"
"947","747","Novza metrosi"
"951","749","Online"
"952","749","Income"
"953","749","Opportunity"
"954","749","Social Media"
"955","750","Operator"
"956","750","Call center"
"957","750","Uzbek"
"958","751","Operator"
"959","751","Toshkent"
"960","751","Ayollar"
"961","751","Yosh"
"962","751","Aydinchilik"
"963","752","ish"
"964","752","sotuvchi"
"965","752","Chocolato"
"966","752","Toshkent"
"967","753","Ofitsan"
"968","753","BAXT Restorani"
"969","753","Oshpaz"
"970","753","Samarqand"
"971","754","Qarshi"
"972","754","Ofitsiant"
"973","755","call center"
"974","755","IT sector"
"975","755","MAAB Akademiyasi"
"976","755","career advancement"
"977","755","operator"
"981","757","??????? ?????"
"982","757","???????? ??"
"983","757","?? ???? ????????"
"984","758","Ayollar"
"985","758","Operator"
"986","758","Toshkent"
"987","758","Tel"
"988","759","job"
"989","759","Toshkent"
"990","759","erkin"
"991","760","SMM"
"992","760","Ijtimoiy tarmoqlar"
"993","760","Online ish"
"994","760","Daromad"
"995","761","ish"
"996","761","FT-Cards"
"997","761","Toshkent"
"998","761","korxona"
"999","762","Call Center"
"1000","762","Toshkent"
"1001","762","??????? ?????"
"1002","762","Operator"
"1007","764","Comfort gilam yuvish"
"1008","764","ish o'rinlari"
"1009","764","yashash sharoitlar"
"1010","765","Buyuk Zamon kompaniyasi"
"1011","765","Servis Menedjeri"
"1012","765","Toshkent"
"1013","766","Yandex.Eda"
"1014","766","kuryer"
"1015","766","Toshkent"
"1016","766","ish"
"1017","766","vakansiya"
"1018","767","??????????"
"1019","767","???????"
"1020","767","??"
"1021","767","???????"
"1022","768","Tajribali"
"1023","768","Chef"
"1024","768","Andijon"
"1025","769","massaj"
"1026","769","sertifikat"
"1027","769","davolash"
"1028","770","kampyuteri"
"1029","770","avia kassa"
"1030","770","ish"
"1031","770","Toshkent"
"1032","771","MENEJERLIK"
"1033","771","IQRO"
"1034","771","ish"
"1035","771","1.500.000"
"1036","771","Buxoro"
"1037","772","T⌡quvchi-Operator"
"1038","772","Buxoro"
"1039","772","Ishonch"
"1040","773","Yotoqchi"
"1041","773","Shafyor"
"1042","773","Ish"
"1043","773","Fabrika"
"1044","774","Operator"
"1045","774","Champion English School"
"1046","774","Guliston"
"1047","775","TAMUR"
"1048","775","kiyim do'koni"
"1049","775","sotuvchi"
"1050","775","consultant"
"1051","775","tikuvchi"
"1052","775","vizazhist"
"1053","776","????-????? ??????"
"1054","776","???????"
"1055","776","???????-??????????"
"1056","776","????"
"1057","777","???? ?????"
"1058","777","???????"
"1059","777","???????"
"1060","777","??????"
"1061","778","????????"
"1062","778","???????? ?????"
"1063","778","????????"
"1064","779","hudud toshkent"
"1065","779","fabrika ish"
"1066","779","toÆy liboslari"
"1067","779","ish 18-40 yosh"
"1068","780","O'zbekiston"
"1069","780","Haidovchi"
"1070","780","Ish"
"1071","780","Mehanizator"
"1072","781","videograf"
"1073","781","INSAYT group"
"1074","781","Toshkent"
"1075","781","Oybek metro"
"1076","782","????????"
"1077","782","HR Effect"
"1078","782","??????"
"1079","783","Mebel Sehiga Ishchi"
"1080","783","Mebel ishchi"
"1081","783","Toshkent ish imkoniyatlari"
"1082","784","call-?????"
"1083","784","????????"
"1084","784","???????? ? ????????"
"1085","784","??????-???????"
"1086","785","Sotuv Menegeri"
"1087","785","MARVA HAYAT"
"1088","785","Toshkent"
"1089","786","ayol"
"1090","786","ish"
"1091","786","qizlar"
"1092","786","seximiz"
"1093","787","Yig'uvchi-qadoqlovchi"
"1094","787","Operator"
"1095","787","Toshkent"
"1096","787","Metall Buyumlar"
"1097","788","koæylak"
"1098","788","toshlar"
"1099","788","tsexa"
"1100","788","op-singil"
"1101","789","halol"
"1102","789","ish"
"1103","789","pul"
"1104","789","masofaviy"
"1105","790","ERSA?"
"1106","790","????? ?????"
"1107","790","???????? ????????"
"1108","790","??????"
"1112","792","CAPELLA"
"1113","792","????????"
"1114","792","???????"
"1115","793","Olma do'konlari"
"1116","793","Sotuvchi-kassir"
"1117","793","Universal xodim"
"1118","793","Toshkent"
"1119","795","?????? ?????"
"1120","795","?????"
"1121","795","?????"
"1122","795","?????"
"1123","795","??????"
"1124","796","kuryer"
"1125","796","Yandex eats"
"1126","796","ovqat yetkazib berish"
"1131","799","????"
"1132","799","??"
"1133","799","?????????"
"1134","799","??????"
"1135","799","??????? ??????"
"1136","799","??????"
"1137","800","Yunusabad"
"1138","800","Call Centre Operator"
"1139","800","Tashkent"
"1140","801","Buxoro"
"1141","801","Operatorlik"
"1142","801","Qizlar"
"1143","801","Ish"
"1144","802","Call Center"
"1145","802","Operator"
"1146","802","Ish"
"1147","802","Toshkent"
"1148","803","Gilam yuvish"
"1149","803","ish"
"1150","803","Toshkent"
"1151","804","Xorazm"
"1152","804","ish"
"1153","804","Garant Savdo Markazi"
"1157","806","???????"
"1158","806","??????"
"1159","806","??"
"1163","808","??? ???????"
"1164","808","????"
"1165","808","??????"
"1169","810","Mebel"
"1170","810","ustaxonasi"
"1171","810","tajriba"
"1172","810","duradgor"
"1173","810","Toshkent"
"1174","811","Menegeri"
"1175","811","Sotuv"
"1176","811","Texnomart"
"1177","811","Toshkent"
"1178","812","???????"
"1179","812","??????"
"1180","812","???????"
"1181","812","????????"
"1182","813","Chorva fermaga ishchi"
"1183","813","Avaz dunak"
"1184","813","Xiva"
"1185","813","Xorazm"
"1186","814","IT EXPORT ASEAN"
"1187","814","???????? ?? ????????"
"1188","815","Erkaklar"
"1189","815","Moykaga ishga taklif"
"1190","815","Toshkent"
"1191","815","Hudud"
"1197","817","???? ????????"
"1198","817","????????????"
"1199","817","???????"
"1200","817","????????"
"1201","817","???????"
"1205","819","ish"
"1206","819","Rossiya"
"1207","819","qabul"
"1208","820","dizayner"
"1209","820","Tashqi reklama"
"1210","820","tajribalik"
"1211","821","Urganch"
"1212","821","Shashlik"
"1213","821","Oshpaz"
"1214","821","Kofe"
"1215","822","Uzbek tilida"
"1216","822","Bank"
"1217","822","Operator"
"1218","822","Call center"
"1219","823","???? ??????? ?????????"
"1220","823","???????"
"1221","823","????????"
"1222","824","MEGAPLANET AVVA"
"1223","824","????????"
"1224","824","????????-???????????"
"1225","824","???????"
"1229","826","kafega"
"1230","826","ish"
"1231","826","ofitsiantka"
"1232","826","Toshkent"
"1233","826","uborkachi"
"1234","827","Call center"
"1235","827","Toshkent"
"1236","827","Sales Manager"
"1237","827","Job opportunity"
"1238","828","UI"
"1239","828","UX"
"1240","828","vacancy"
"1241","828","dizayner"
"1242","829","?? ?????"
"1243","829","??"
"1244","829","?????????"
"1245","829","???????"
"1246","830","Sotuvchilik"
"1247","830","Andijon"
"1248","830","Ish o'rinlari"
"1249","831","????? ?????????"
"1250","831","???-?????"
"1251","831","Alboomtour"
"1252","831","Toshkent"
"1258","833","lavozim"
"1259","833","promouter"
"1260","833","LG"
"1261","833","Toshkent"
"1262","834","????????"
"1263","834","?????"
"1264","834","??"
"1265","834","???????"
"1266","835","komyuniti menejer"
"1267","835","jobmarketuz"
"1268","836","Ish"
"1269","836","Yuvchi"
"1270","836","Comfort Gilam"
"1271","837","Boboy Uzbek Eatery"
"1272","837","???????"
"1273","837","????????"
"1274","837","????????"
"1275","838","Toshkent"
"1276","838","Tozalik xodimasi"
"1277","838","Haydovchi"
"1278","839","O'zbekiston"
"1279","839","paket ish"
"1280","839","Jizzax"
"1281","839","2.700.000"
"1282","839","4.700.000"
"1287","841","???????????"
"1288","841","????????"
"1289","841","??????"
"1290","841","??????? ??????"
"1291","841","Toshkent"
"1292","842","???????"
"1293","842","??"
"1294","842","????????"
"1295","842","??????"
"1299","844","Farg'ona"
"1300","844","Frontend"
"1301","844","Mentor"
"1302","844","VueJS"
"1303","845","aloqa"
"1304","845","operator"
"1305","845","qiz bola"
"1306","846","xizmat"
"1307","846","Rossiya"
"1308","846","qabul"
"1309","846","ish"
"1310","847","sotuvchi"
"1311","847","parfum"
"1312","847","do'kon"
"1313","848","Buxoro"
"1314","848","call center"
"1315","848","ofisda ish"
"1316","848","1.500.000dan boshlanadi"
"1317","849","Savdo Menegeri"
"1318","849","Toshkent"
"1319","849","Kompaniya"
"1320","849","Ish"
"1321","850","VRACHLAR"
"1322","850","SMS Med clinic"
"1323","850","medical staff"
"1324","850","clinic job"
"1325","850","Samarqand"
"1326","851","???????"
"1327","851","?????"
"1328","851","???????"
"1329","852","ish"
"1330","852","xizmat"
"1331","852","ishtirok"
"1332","852","xorijda"
"1333","852","maosh"
"1338","854","????? ????? ?????"
"1339","854","Toshkent"
"1340","854","3.000.000"
"1341","855","Universal xodim"
"1342","855","Toshkent"
"1343","855","Yangi Olma do'konlari"
"1344","855","Sotuvchi-kassir"
"1345","855","O'z"
"1346","856","Xususiy Universitet"
"1347","856","CRM bilish"
"1348","856","Call Center Operator"
"1349","857","Savdo"
