"id","job_id","country_code","country","city","full_address","is_remote_work"
"84","602","UZ","O'zbekiston","Toshkent Algaritm","","0"
"85","603","UZ","O'zbekiston","Buxoro, Qashqadaryo, Toshkent sh, Navoiy","","0"
"86","604","UZ","O'zbekiston","Toshkent","Yunusobod tumani, Shaxriston","0"
"87","605","UZ","O'zbekiston","Toshkent","","0"
"88","606","UZ","O'zbekiston","Toshkent","???????? ?????? 3-???????,???????? ?????, 3- ??????? ????????? ???.","0"
"89","607","UZ","O'Zbekiston","Toshkent","","0"
"90","608","UZ","O'zbekiston","Termiz","","0"
"91","609","UZ","O'zbekiston","Toshkent","Yunusobod tumani, Chinobod dam olish maskani yonida","0"
"93","611","UZ","O'zbekiston","Toshkent","Toshkent shahar, Yashnabod tumani, Parkentskiy bozor","0"
"94","612","UZ","O'zbekiston","Toshkent","??????????","0"
"95","613","UZ","O'zbekiston","Toshkent","","0"
"96","614","UZ","O'zbekiston","Toshkent","","0"
"97","615","UZ","O'zbekiston","Toshkent","??????? ??????, ????? ??????","0"
"98","616","UZ","O'zbekiston","Toshkent","Sergili tumani, Yangi Hayot beketi, Toshkent shahri","0"
"99","617","UZ","O'zbekiston","Navoiy","","0"
"100","618","UZ","O'zbekiston","Toshkent","","0"
"101","619","UZ","O'zbekiston","Buxoro","","0"
"103","621","UZ","O'zbekiston","Toshkent","??????? ?????, ????? ??????? ?????? ???????","0"
"104","622","UZ","O'zbekiston","Toshkent","","0"
"106","624","UZ","O'zbekiston","","N/A","0"
"107","625","UZ","O'zbekiston","Buxoro","ISHONCH doÆkoni yon tomoni","0"
"108","626","UZ","O'zbekiston","Toshkent","","0"
"109","627","UZ","O'zbekiston","Toshkent","Qushbegi Texno park","0"
"110","628","RU","Rossiya","Sakhalin","Sakhalin, Yuzhno-Kurilsk","0"
"113","631","UZ","O'zbekiston","Toshkent","Toshkent shahar Sergeli moshina bozorga yetmasdan. Leader Avto City avtosaloni ","0"
"114","632","UZ","O'zbekiston","Toshkent","Yunusobod 5-kvartal, Toshkent","0"
"115","633","UZ","O'zbekiston","Toshkent","????????? ?????? SEOUL MUN, ???????? Next ???????? ?????","0"
"116","634","UZ","O'zbekiston","Toshkent","??????????????? ?????, ????? ????????1/39","0"
"117","635","UZ","O'zbekiston","Toshkent","","0"
"118","636","UZ","O'zbekiston","Toshkent","???????? ??????, Food city ????????? 2 ?? ???????","0"
"119","637","UZ","O'zbekiston","Toshkent","Yashnabod tumani panelniyda joylashgan Uysozlar ko?chasi 2-3","0"
"121","639","UZ","O'zbekiston","Toshkent","Yashnabod tumani Yangi bozor kochasi 1uy","0"
"122","640","UZ","O'zbekiston","Qashqadaryo","","0"
"123","641","UZ","O'zbekiston","Samarqand","","0"
"124","642","UZ","O'zbekiston","Toshkent","","0"
"125","643","UZ","O'zbekiston","Andijon","","0"
"127","645","UZ","O'zbekiston","Toshkent","","0"
"128","646","UZ","O'zbekiston","Toshkent","","0"
"129","647","UZ","O'zbekiston","Toshkent","","0"
"130","648","UZ","O'zbekiston","Toshkent","","0"
"131","649","UZ","O'zbekiston","Toshkent Viloyati","","0"
"132","650","UZ","O'zbekiston","Toshkent","Oliy Majlis ro'parasi, Bunyodkor ko'cha,8G (Eski drujba burger)","0"
"135","653","UZ","O'zbekiston","Toshkent","Toshkent, Keles Mexnat zavodi","0"
"137","655","UZ","O'zbekiston","Toshkent","Toshkent, Zangiota tumani","0"
"138","656","UZ","O'zbekiston","Toshkent","","0"
"139","657","UZ","O'zbekiston","Toshkent","????? ??????? ??????, ?????? ?????????, ???????? ?????? 3/5 ??","0"
"140","658","UZ","O'zbekiston","Toshkent","","0"
"141","659","UZ","O'zbekiston","????????","","0"
"142","660","UZ","O'zbekiston","Toshkent","","1"
"143","661","UZ","O'zbekiston","Toshkent","Zangiota tumani","0"
"144","662","UZ","O'zbekiston","Samarqand","Samarqand shahar Ko'z kasalliklari shifoxonasi (23 fevral mahallasi)","0"
"145","663","UZ","O'zbekiston","Toshkent","Uch kakhramon","0"
"146","664","UZ","O'zbekiston","Andijon","","0"
"147","665","UZ","O'zbekiston","Toshkent shahri","Shayhontoxir tumani Samarqand Darvoza savdo kompleksi","0"
"148","666","UZ","O'zbekiston","Andijon","??????? ?????","0"
"149","667","UZ","O'zbekiston","Jarqo'rg'on, Denov","","0"
"150","668","UZ","O'zbekiston","Toshkent","","0"
"151","669","UZ","O'zbekiston","Buxoro","Buxoro sh.","0"
"152","670","UZ","O'zbekiston","Toshkent","","0"
"153","671","UZ","O'zbekiston","Toshkent","???????, ??????????????? ?????, ????? ????????1/39, ??????? In Avanti","0"
"154","672","UZ","O'zbekiston","Toshkent","Chilonzor tumani, Toshkent shahri","0"
"155","673","UZ","O'zbekiston","Toshkent","340 A Kukcha Darvoza Street, Shayxontohur district, Tashkent","0"
"156","674","DK","Daniya","Toshkent","Qashqadaryo viloyati Qarshi shaxri","0"
"157","675","UZ","O'zbekiston","Toshkent sh.","","0"
"159","677","UZ","O'zbekiston","Toshkent shahri","","1"
"161","679","UZ","O'zbekiston","Toshkent","","0"
"163","681","UZ","O'zbekiston","Toshkent","Parket, Olintepa 2A","0"
"164","682","UZ","O'zbekiston","Toshkent","Yunusobod tumani","0"
"165","683","UZ","O'zbekiston","Chuqursoy","Olmazor tumani","0"
"166","684","UZ","O'zbekiston","Jizzax","","0"
"167","685","UZ","O'zbekiston","Samarqand","","0"
"168","686","UZ","O'zbekiston","Toshkent","","0"
"169","687","UZ","O'zbekiston","Toshkent","Toshkent shahri Uch teppa","0"
"170","688","UZ","O'zbekiston","Samarqand va Shahrisabz","","0"
"171","689","UZ","O'zbekiston","Samarqand","","0"
"172","690","UZ","O'zbekiston","Buxoro","","0"
"173","691","UZ","O'zbekiston","Buxoro","Buxoro shahri Viloyat kasalxonasi yaqinida (??? ????????)","0"
"175","693","UZ","O'zbekiston","Andijon","","0"
"177","695","UZ","O'zbekiston","Toshkent","","0"
"178","696","UZ","O'zbekiston","Navoiy","???? ?????? 1 ?? ????","0"
"179","697","UZ","O'zbekiston","Navoiy","???? ?????? 1 ?? ????, ????? ?????, ????????? 18, ?????????? ???? ?????? ?????","0"
"180","698","UZ","O'zbekiston","Toshkent Viloyati Zangiota Tumani","","0"
"181","699","UZ","O'zbekiston","Toshkent","","0"
"182","700","UZ","O'zbekiston","Xorazm","Qo'shko'pir","0"
"183","701","UZ","O'zbekiston","Toshkent","Tansiqboyev 2, olmazor tumani","0"
"185","703","UZ","O'zbekiston","Toshkent","","1"
"186","704","UZ","O'zbekiston","Toshkent","Toshkent shahar, Sergeli tumani, Sofdil kochasi","0"
"187","705","UZ","O'zbekiston","Toshkent","Yuqoridagi manzil","0"
"188","706","UZ","O'zbekiston","Toshkent","Hudud: Toshkent, sklad Sergelida","0"
"189","707","UZ","O'zbekiston","Toshkent","Toshkent Sergeli","0"
"190","708","UZ","O'zbekiston","Qarshi","Qarshi Shahar","0"
"191","709","RU","Rossiya","Opochka","Pskov viloyati, Opochka shahri","0"
"192","710","UZ","O'zbekiston","Toshkent","Toshkent shaxri Shayxontohur tumani Samarqand darvoza 5-uy","0"
"193","711","UZ","O'zbekiston","Toshkent","","0"
"194","712","UZ","O'zbekiston","Toshkent","","1"
"195","713","UZ","O'zbekiston","Toshkent","Bektemir tuman","0"
"196","714","UZ","O'zbekiston","Toshkent","??????? ?., ???????? ??????, ????????, 2/1","0"
"197","715","UZ","O'zbekiston","Namangan","Lola yunalishi 11 maktab roparasi","0"
"198","716","UZ","O'zbekiston","Andijon","?.??????? ?? ôNavruz MALLö","0"
"199","717","UZ","O'zbekiston","Toshkent","","0"
"200","718","UZ","O'zbekiston","Toshkent","","0"
"201","719","UZ","O'zbekiston","Toshkent","","0"
"203","721","UZ","O'zbekiston","Toshkent","??????????? ??????, ??????? ?????????, 2-?????? ??????? ?? ??????? ?????????","0"
"205","723","UZ","O'zbekiston","Fargona","","0"
"206","724","UZ","O'zbekiston","Toshkent","","0"
"207","725","UZ","O'zbekiston","Toshkent","","1"
"208","726","UZ","O'zbekiston","Toshkent","","0"
"209","727","UZ","O'zbekiston","Toshkent","Chilonzor Tumani, Chilonzor ko'chasi 88, Korzinka Qozirobod yonida","0"
"213","731","UZ","O'zbekiston","Toshkent","","0"
"214","732","UZ","O'zbekiston","Toshkent","","1"
"215","733","UZ","O'zbekiston","Toshkent","Mo'ljal Suzuk Ota Jome Masjidi","0"
"216","734","UZ","O'zbekiston","Toshkent","Yunusobod tumani 14 kv Lulu market tepasida","0"
"217","735","UZ","O'zbekiston","Toshkent","","0"
"218","736","RU","Rossiya","Toshkent","","0"
"219","737","UZ","O'zbekiston","Jizzax","O'ratepalik mahallasi, Islomjon choyxonasi","0"
"220","738","UZ","O'zbekiston","Toshkent","Toshkent, O'zbekiston","0"
"221","739","UZ","O'zbekiston","Toshkent","","0"
"222","740","UZ","O'zbekiston","Toshkent","","0"
"224","742","UZ","O'zbekiston","Toshkent","Yashnobod district, Tashkent city, near Zurna TV channel","0"
"225","743","UZ","O'zbekiston","Toshkent","","0"
"226","744","UZ","O'zbekiston","Toshkent","Yunusobod tumani","0"
"227","745","RU","Rossiya","Pavlovsk, Sankt-Peterburg","","0"
"228","746","UZ","O'zbekiston","Samarqand","","0"
"229","747","UZ","O'zbekiston","Toshkent","Novza metrosi","0"
"231","749","UZ","O'zbekiston","Toshkent","","1"
"232","750","UZ","O'zbekiston","Toshkent","Yunusobod","0"
"233","751","UZ","O'zbekiston","Toshkent","","0"
"234","752","UZ","O'zbekiston","Toshkent","Yakkasaroy tumani, IMPACTT","0"
"235","753","UZ","O'zbekiston","Samarqand","Nurobod tumani","0"
"236","754","UZ","O'zbekiston","Qarshi","3-mikrorayon","0"
"237","755","UZ","O'zbekiston","Toshkent","Mirzo Ulug'bek tumani, 3 Ko'prik. Buyuk Ipak yo'li metrosi va Do'stlik 2- bekatdan transportlar bor.","0"
"239","757","KR","South Korea","Toshkent","","0"
"240","758","UZ","O'zbekiston","Toshkent","Shayxontohur tumani A.Navoiy 26","0"
"241","759","UZ","O'zbekiston","Toshkent","Olmazor tumani","0"
"242","760","UZ","O'zbekiston","Online","","1"
"243","761","UZ","O'zbekiston","Toshkent","","0"
"244","762","UZ","O'zbekiston","Toshkent","Toshkent shahar","0"
"246","764","UZ","O'zbekiston","Chirchiq","Chirchiq, Toshkent","0"
"247","765","UZ","O'zbekiston","Toshkent","","0"
"248","766","UZ","O'zbekiston","Toshkent","","0"
"249","767","UZ","O'zbekiston","Toshkent","???-??????, ???????????","0"
"250","768","UZ","O'zbekiston","Andijon","Andijon","0"
"251","769","UZ","O'zbekiston","Toshkent","Chilonzor tumani","0"
"252","770","UZ","O'zbekiston","Toshkent","Sergeli qumariq","0"
"253","771","UZ","O'zbekiston","Buxoro","","0"
"254","772","UZ","O'zbekiston","Buxoro","ISHONCH doÆkoni yon tomoni","0"
"255","773","UZ","O'zbekiston","Toshkent","","0"
"256","774","UZ","O'zbekiston","Guliston","Belline office","0"
"257","775","UZ","O'zbekiston","Buxoro","","0"
"258","776","UZ","O'zbekiston","Toshkent","??????????? ??????, ??????? ?????????, 2-?????? ??????? ?? ??????? ?????????","0"
"259","777","UZ","O'zbekiston","Toshkent","Toshkent shahar. Yakkasaroy tumani. Ko'smonavtlar metrosi","0"
"260","778","UZ","O'zbekiston","Toshkent","","0"
"261","779","UZ","O'zbekiston","Toshkent","Metro Olmazor (Sobir Raximov)","0"
"262","780","UZ","O'zbekiston","Qoraqalpog'iston","","0"
"263","781","UZ","O'zbekiston","Toshkent","Oybek metro oldida","0"
"264","782","UZ","O'zbekiston","Toshkent","??????? ????? ????? ??????? ??????, ?????? ?????????, ???????? ?????? 3/5 ??","0"
"265","783","UZ","O'zbekiston","Toshkent","Nazarbek kFI","0"
"266","784","UZ","O'zbekiston","Toshkent","???????????, ?? ????????? 2?","0"
"267","785","UZ","O'zbekiston","Toshkent","Toshkent shahar, Yashnaobod tumani, Orientir: 40 let pobeda Olmos metro","0"
"268","786","UZ","O'zbekiston","Toshkent","Algaritm 31kv","0"
"269","787","UZ","O'zbekiston","Toshkent","Toshkent viloyati, Toshkent tumani, E'zoz MFY, MEHNAT GROUP zavodi ko'chasidan kiriladi. Betonkadan 2,5-3 km ichkarida. Shahardan 65-avtobus va Chorsudan marshrutkalar qatnaydi","0"
"270","788","UZ","O'zbekiston","Toshkent","","0"
"271","789","UZ","O'zbekiston","Toshkent","","1"
"272","790","TR","Turkey","Toshkent","","0"
"274","792","UZ","O'zbekiston","Toshkent","","0"
"275","793","UZ","O'zbekiston","Toshkent viloyati va shahri","Ohangaron shahri, Angren Shahri, Toshkent shahri","0"
"277","795","UZ","O'zbekiston","Toshkent","???????? ???? ?????? ???","0"
"278","796","UZ","O'zbekiston","Toshkent","","0"
"281","799","UZ","O'zbekiston","Toshkent viloyat","","0"
"282","800","UZ","O'zbekiston","Toshkent","Yunusabad district","0"
"283","801","UZ","O'zbekiston","Buxoro","Buxoro shahar","0"
"284","802","UZ","O'zbekiston","Toshkent","Yakkasaroy tumani, Toshkent to'qimachilik va yengil sanoat instituti mo'ljal.","0"
"285","803","UZ","O'zbekiston","Toshkent","","0"
"286","804","UZ","O'zbekiston","Xorazm","Urganch shahar Az-Zamaxshariy koÆchasi 3-uy","0"
"288","806","UZ","O'zbekiston","Toshkent","??????????","0"
"290","808","UZ","O'zbekiston","Toshkent","??????? ????? ???","0"
"292","810","UZ","O'zbekiston","Toshkent","","0"
"293","811","UZ","O'zbekiston","Toshkent","Toshkent shahar, Yashnabod tumani, Parkentskiy bozor","0"
"294","812","UZ","O'zbekiston","Toshkent","???????? 12 ?? ??????????? 31","0"
"295","813","UZ","O'zbekiston","Xorazm","Xiva tumani Avaz dunak mahallasi","0"
"296","814","UZ","O'zbekiston","Toshkent","??????????? ?????","0"
"297","815","UZ","O'zbekiston","Toshkent","","0"
"299","817","UZ","O'zbekiston","Toshkent","","0"
"301","819","RU","Rossiya","Toshkent","","0"
"302","820","UZ","O'zbekiston","Toshkent","Yunusobod-12, Qulolqo'rg'on 31","0"
"303","821","UZ","O'zbekiston","Urganch","","0"
"304","822","UZ","O'zbekiston","Toshkent","Sergili tumani (Yangi Hayot beqati)","0"
"305","823","UZ","OÆzbekiston","Toshkent","??????? ?????, ????? ??????? ?????? ???????","0"
"306","824","UZ","O'zbekiston","Toshkent","","0"
"308","826","UZ","O'zbekiston","Toshkent","Sergeli tumani, Imzo zavodi yonida","0"
"309","827","UZ","O'zbekiston","Toshkent","Yunusobod 5-kvartal, Toshkent shahri, Orenter (Shohsaroy atrofi)","0"
"310","828","UZ","O'zbekiston","Toshkent shahri","","0"
"311","829","UZ","O'zbekiston","Toshkent","","0"
"312","830","UZ","O'zbekiston","Andijon","Toshkent shahri Uchtepa O?rikzor","0"
"313","831","UZ","O'zbekiston","Toshkent","??????? ?. ????????? ?????? ??????? 1? ??","0"
"315","833","UZ","O'zbekiston","Toshkent","","0"
"316","834","UZ","O'zbekiston","Toshkent","???????? ?????? 3-???????,???????? ?????","0"
"317","835","UZ","O'zbekiston","Toshkent","","1"
"318","836","UZ","O'zbekiston","Chirchiq","Toshkent Chirchiq shahri","0"
"319","837","UZ","O'zbekiston","Toshkent","Toshkent City, torgoviy tsentr Tashkent Mall, 3-????","0"
"320","838","UZ","O'zbekiston","Toshkent","","0"
"321","839","UZ","O'zbekiston","Jizzax","Jizzax shaxar","0"
"323","841","UZ","O'zbekiston","Toshkent","Tashkent, Shayhantahurskiy rayon, ulitsa Sakichmon 1/39, magazin In Avanti","0"
"324","842","UZ","?????????? ????????????","????????","","0"
"326","844","UZ","O'zbekiston","Farg'ona","","0"
"327","845","UZ","O'zbekiston","Toshkent shahri","","0"
"328","846","RU","Rossiya","Toshkent","","0"
"329","847","UZ","O'zbekiston","Toshkent","Yunusobod tumani Samara karzinasi","0"
"330","848","UZ","O'zbekiston","Buxoro","Kriti Rink","0"
"331","849","UZ","O'zbekiston","Toshkent","Chilonzor trumani 16.25 dom","0"
"332","850","UZ","O'zbekiston","Samarqand","Samarqand shahar Kaftarxona avtostansiyasi yonida","0"
"333","851","UZ","O'zbekiston","Toshkent","??????? ???????? ????????","0"
"334","852","RU","Rossiya","Various","","0"
"336","854","UZ","O'zbekiston","Toshkent","Zangiota tumani","0"
"337","855","UZ","O'zbekiston","Toshkent","","0"
"338","856","UZ","O'zbekiston","Toshkent","","0"
"339","857","UZ","O'zbekiston","Namangan","","0"
"340","858","UZ","O'zbekiston","Samarqand","Samarqand shahri, Amir Temur kuchasi 53, Tekhnoma...os bino si 2-kavat","0"
"341","859","UZ","O'zbekiston","Toshkent","","0"
"343","861","UZ","O'zbekiston","???????, ???????","??????? ?????, ??????????? ??????, ??????? ?????????, 2-?????? ??????? ?? ??????? ?????????","0"
"344","862","RU","Rossiya","Pskov","Opochka shahri","0"
"345","863","UZ","O'zbekiston","Toshkent","","0"
"346","864","UZ","O'zbekiston","Toshkent","Toshkent shahar, olmazor tumani Tansiqboyev 2, dokahleb binosi","0"
"347","865","UZ","O'zbekiston","Toshkent","","0"
"348","866","UZ","O'zbekiston","Toshkent","","0"
"349","867","UZ","O'zbekiston","Andijon","","0"
"350","868","UZ","O'zbekiston","Xorazm Qo'shko'pir","","0"
"351","869","UZ","O'zbekiston","Toshkent","","0"
"352","870","UZ","O'zbekiston","Andijon","Vatan samovar yonida 222 marshrut yolida","0"
"353","871","UZ","O'zbekiston","Toshkent","???????????, ?? ????????? 2?, ?????: ???? ???? ???","0"
"354","872","UZ","O'zbekiston","Toshkent","Eshonguzar nur hayot toyhona","0"
"355","873","UZ","O'zbekiston","Qashqadaryo","Viloyat Hokimiyat ruparasida","0"
"357","875","UZ","O'zbekiston","Buxoro","????? ????? ????? ??? ????? ???????","0"
"358","876","UZ","O'zbekiston","Toshkent","Yashnabod tumani panelniyda joylashgan Uysozlar ko?chasi 2-3","0"
"360","878","UZ","O'zbekiston","Toshkent","??????? ?., ???????? ??????, ????????, 2/1","0"
"361","879","UZ","O'zbekiston","Chirchiq","","0"
"362","880","UZ","O'zbekiston","Toshkent","","0"
"363","881","UZ","O'zbekiston","Andijon","","0"
"364","882","SK","Slovakiya","Toshkent","","0"
"365","883","UZ","O'zbekiston","Andijon","ANDIJON SHAHAR PIYOZPOYA OXIRI, Dasturxon market ro'parasida","0"
"367","885","UZ","O'zbekiston","Toshkent","","0"
"368","886","UZ","O'zbekiston","Toshkent","Toshkent, Zangiota tumani","0"
"369","887","UZ","O'zbekiston","Toshkent","Toshkent shahri, Transportniy Universitet","0"
"372","890","UZ","O'zbekiston","???????","?? Orient, ???????? ?????, ????? ??????? ??????","0"
"373","891","UZ","O'zbekiston","Toshkent","","0"
"374","892","UZ","O'zbekiston","Toshkent","Sergeli moshina bozor","0"
"375","893","UZ","O'zbekiston","Toshkent","","0"
"376","894","UZ","O'zbekiston","Toshkent","","0"
"378","896","Online","O'zbekiston","Toshkent","","1"
"379","897","UZ","O'zbekiston","Toshkent","","0"
"380","898","UZ","O'zbekiston","Toshkent","","0"
"382","900","RU","Rossiya","??????, ?????-?????????","?????? ??????, ?????-?????????. ???? ???????????","0"
"383","901","UZ","O'zbekiston","Toshkent","To'g'ri Murojaat uchun telefon raqamlari orqali","0"
"385","903","UZ","O'zbekiston","Namangan","","0"
"386","904","RU","Rossiya Federatsiyasi","Toshkent","Toshkent sh. Istiqbol, 36","0"
"388","906","UZ","O'zbekiston","Andijon","?.??????? ?? ôNavruz MALLö","0"
"391","909","UZ","O'zbekiston","Toshkent","Sergeli tumani, Sofdil kochasi","0"
"392","910","UZ","O'zbekiston","Toshkent","","0"
"394","912","UZ","O'zbekiston","Toshkent","","0"
"395","913","UZ","O'zbekiston","Toshkent","","0"
"396","914","UZ","O'zbekiston","Toshkent","?????? ????? ????? ??????","0"
"397","915","UZ","O'zbekiston","Toshkent","Jurjoniy mahalla, Uch-tepa tumani","0"
"398","916","UZ","O'zbekiston","Toshkent","","0"
"399","917","UZ","O'zbekiston","Samarqand","","0"
"400","918","UZ","O'zbekiston","Toshkent","Chilonzor, Dombrabod qurulish bozori","0"
"401","919","UZ","O'zbekiston","Toshkent","","1"
"402","920","UZ","O'zbekiston","Toshkent","","0"
"404","922","UZ","O'zbekiston","Toshkent","Sergeli tumani","0"
"405","923","UZ","O'zbekiston","Toshkent","Toshkent shahri Ipakchilik","0"
"406","924","RU","Rossiya","????? ?????????","","0"
"408","926","UZ","O'zbekiston","Toshkent","Toshkent city mall","0"
"411","929","UZ","O'zbekiston","Toshkent","??????? ?????. ????????? ??????. ????????: ???????????? ???????","0"
"413","931","UZ","O'zbekiston","Toshkent","Toshkent shahri","0"
"414","932","UZ","O'zbekiston","Qarshi","Yangi turmush maxallasi xonobodd ko'chasi.19 uy","0"
"415","933","UZ","O'zbekiston","Qarshi shahar","3-mikrorayon","0"
"417","935","UZ","O'zbekiston","Toshkent","Toshkent, Yangi Tashmi, Min. Voda yoli, QFY Beshterak","0"
"418","936","UZ","O'zbekiston","Toshkent","Yuqori batafsilat uchun aloqa qiling","0"
"419","937","UZ","O'zbekiston","Toshkent","Toshkent viloyati, Toshkent tumani, E'zoz MFY, MEHNAT GROUP zavodi ko'chasidan kiriladi. Betonkadan 2,5-3 km ichkarida.","0"
"420","938","UZ","O'zbekiston","Toshkent","","0"
"421","939","UZ","O'zbekiston","Andijon","Lenin Street, Andijon city","0"
"422","940","UZ","O'zbekiston","Toshkent","","1"
"423","941","UZ","O'zbekiston","Toshkent","Yunusobod tumani, Turkiston Metro yaqin","0"
"424","942","UZ","O'zbekiston","Qarshi","Qarshi shahri","0"
"425","943","UZ","O'zbekiston","Toshkent","","1"
"426","944","UZ","O'zbekiston","Toshkent","Novza metrosi","0"
"427","945","UZ","O'zbekiston","Toshkent","","1"
